Estado civil,Modo de inscrição,Ordem de prioridade de escolha,Curso,Turno,Qualificação anterior,Qualificação anterior (Nota),Nacionalidade,Qualificação da mãe,Qualificação do pai,Ocupação da mãe,Ocupação do pai,Nota de admissão,Deslocado,Necessidade de educação especial,Devedor,Pagamento em dia,Gênero,Bolsista,Idade na inscrição,Internacional,Unidades curriculares 1º semestre (creditadas),Unidades curriculares 1º semestre (inscritos),Unidades curriculares 1º semestre (avaliações),Unidades curriculares 1º semestre (aprovado),Unidades curriculares 1º semestre (nota),Unidades curriculares 1º semestre (sem avaliações),Unidades curriculares 2º semestre (creditadas),Unidades curriculares 2º semestre (inscritos),Unidades curriculares 2º semestre (avaliações),Unidades curriculares 2º semestre (aprovado),Unidades curriculares 2º semestre (nota),Unidades curriculares 2º semestre (sem avaliações),taxa de desemprego,Taxa de inflação,GDP,Target
Casado,1ª fase - Entrada geral,1,Serviço Social (noturno),Noturno,Ensino médio,151.0,Portugal,Ensino básico 1º Ciclo,Ensino básico 1º Ciclo,Trabalhadores Não Qualificados,Trabalhadores Não Qualificados,152.4,não,Não,não,sim,Feminino,não,40,não,0,6,7,6,11.333333333333334,0,0,6,7,6,10.5,0,10.8,1.4,1.74,Graduado
Solteiro,Maiores de 23 anos,1,administração (atendimento noturno),Noturno,Ensino médio,120.0,Portugal,Ensino básico 1º Ciclo,Ensino básico 1º Ciclo,"Agricultores e Trabalhadores Qualificados da Agricultura, Pesca e Silvicultura","Agricultores e Trabalhadores Qualificados da Agricultura, Pesca e Silvicultura",147.8,não,Não,não,sim,Feminino,não,40,não,0,5,9,4,11.25,0,0,5,6,5,12.0,0,13.9,-0.3,0.79,Matriculado
Solteiro,Mudança de curso,1,Enfermagem,Diurno,Ensino médio,136.0,Portugal,Ensino Superior - Bacharelado,Ensino Superior - Bacharelado,Especialistas em Atividades Intelectuais e Científicas,Especialistas em Atividades Intelectuais e Científicas,100.0,não,Não,não,sim,Feminino,não,18,não,0,7,8,7,13.6125,0,0,8,8,8,14.575,0,13.9,-0.3,0.79,Graduado
Solteiro,3ª fase - Entrada geral,6,Enfermagem,Diurno,Ensino médio,140.0,Portugal,Ensino Superior - Bacharelado,Ensino Básico 3º Ciclo,Técnicos e Profissões de Nível Intermediário,Instaladores e Operadores de Máquinas e Trabalhadores de Montagem,129.0,sim,Não,não,sim,Feminino,não,21,não,0,8,8,7,12.414285714285716,0,0,8,8,7,12.414285714285716,0,12.7,3.7,-1.7,Graduado
Solteiro,2ª fase - Entrada geral,2,Animação e Design Multimédia,Diurno,Ensino médio,131.0,Portugal,Ensino Superior - Licenciatura,Ensino Secundário,Técnicos e Profissões de Nível Intermediário,Técnicos e Profissões de Nível Intermediário,148.9,sim,Não,não,sim,Feminino,não,20,não,0,0,0,0,0.0,0,0,0,0,0,0.0,0,9.4,-0.8,-3.12,Graduado
Casado,Mudança de curso,1,administração (atendimento noturno),Noturno,Ensino superior – bacharelado,120.0,Portugal,Ensino básico 1º Ciclo,Ensino básico 1º Ciclo,Trabalhadores Não Qualificados,Instaladores e Operadores de Máquinas e Trabalhadores de Montagem,120.0,não,Não,não,sim,Feminino,não,36,não,8,12,21,11,11.5,0,7,12,22,12,11.4375,0,9.4,-0.8,-3.12,Matriculado
Casado,Titulares de outros cursos superiores,1,Serviço Social (noturno),Noturno,Ensino superior — licenciatura,170.0,Portugal,Ensino Básico 3º Ciclo,Ensino Básico 3º Ciclo,Pessoal Administrativo,Pessoal Administrativo,170.0,não,Não,não,sim,Feminino,não,27,não,0,5,5,0,0.0,0,0,6,0,0,0.0,0,9.4,-0.8,-3.12,Desistente
Casado,Maiores de 23 anos,1,odontologia,Diurno,Ensino médio,100.0,Espanhol,Ensino Básico 2º Ciclo,Ensino Básico 2º Ciclo,Trabalhadores Não Qualificados,Trabalhadores Não Qualificados,130.0,não,Não,não,sim,Feminino,não,32,sim,0,7,10,7,11.0,0,0,8,8,8,13.125,0,12.7,3.7,-1.7,Graduado
Solteiro,2ª fase - Entrada geral,1,Serviço Social,Diurno,Ensino médio,116.0,Portugal,Ensino Secundário,Ensino Secundário,Técnicos e Profissões de Nível Intermediário,Técnicos e Profissões de Nível Intermediário,119.2,sim,Não,não,sim,Feminino,sim,18,não,0,6,6,6,14.0,0,0,6,6,6,13.5,0,8.9,1.4,3.51,Graduado
Solteiro,Maiores de 23 anos,1,Serviço Social (noturno),Noturno,Ensino médio,133.1,Portugal,Ensino básico 1º Ciclo,Ensino básico 1º Ciclo,Trabalhadores Não Qualificados,"Trabalhadores Qualificados da Indústria, Construção e Artesãos",129.0,não,Não,não,sim,Feminino,não,37,não,0,6,13,4,12.0,0,0,6,10,3,12.0,0,16.2,0.3,-0.92,Desistente
Solteiro,2ª fase - Entrada geral,1,Jornalismo e Comunicação,Diurno,Ensino médio,136.0,Portugal,Ensino Superior - Bacharelado,Ensino Secundário,Especialistas em Atividades Intelectuais e Científicas,Técnicos e Profissões de Nível Intermediário,132.5,sim,Não,não,sim,Feminino,não,19,não,0,6,7,6,12.5,0,0,6,7,6,12.5,0,10.8,1.4,1.74,Graduado
Divorciado,Maiores de 23 anos,2,Serviço Social (noturno),Noturno,Ensino médio,160.0,Portugal,Ensino básico 1º Ciclo,Ensino Básico 2º Ciclo,"Trabalhadores Qualificados da Indústria, Construção e Artesãos","Trabalhadores de Serviços Pessoais, Segurança e Proteção e Vendedores",115.0,não,Não,não,sim,Feminino,sim,41,não,0,6,8,6,11.333333333333334,0,0,6,9,6,11.333333333333334,0,10.8,1.4,1.74,Graduado
Casado,1ª fase - Entrada geral,4,Enfermagem,Diurno,Ensino médio,140.0,Portugal,Ensino Secundário,Ensino básico 1º Ciclo,Pessoal Administrativo,Trabalhadores Não Qualificados,128.0,não,Não,não,sim,Feminino,sim,18,não,0,7,7,6,14.066666666666668,0,0,7,7,6,14.066666666666668,0,7.6,2.6,0.32,Graduado
Solteiro,Mudança de curso,1,Medicina Veterinária,Diurno,Ensino médio,130.0,Portugal,Ensino básico 1º Ciclo,Ensino básico 1º Ciclo,Outra Situação,Outra Situação,125.1,não,Não,não,sim,Feminino,não,21,não,2,9,14,8,13.555555555555555,0,2,7,10,7,13.571428571428571,0,7.6,2.6,0.32,Graduado
Solteiro,Titulares de diploma de especialização tecnológica,1,Agronomia,Diurno,Ensino médio,140.0,Portugal,Ensino Secundário,Ensino Básico 3º Ciclo,Técnicos e Profissões de Nível Intermediário,Trabalhadores Não Qualificados,140.0,sim,Não,sim,não,Feminino,não,23,não,0,6,13,5,11.6,0,0,6,11,4,12.25,0,12.4,0.5,1.79,Desistente
Solteiro,2ª fase - Entrada geral,2,Jornalismo e Comunicação,Diurno,Ensino médio,123.0,Portugal,Ensino Secundário,Ensino Secundário,Técnicos e Profissões de Nível Intermediário,Técnicos e Profissões de Nível Intermediário,120.9,sim,Não,não,sim,Feminino,não,18,não,0,6,0,0,0.0,0,0,6,0,0,0.0,0,13.9,-0.3,0.79,Desistente
Solteiro,1ª fase - Entrada geral,6,Enfermagem,Diurno,Ensino médio,143.0,Portugal,Ensino Básico 3º Ciclo,Ensino Básico 3º Ciclo,Pessoal Administrativo,Pessoal Administrativo,135.3,sim,Não,não,sim,Feminino,não,18,não,0,8,8,8,13.27625,0,0,8,8,8,13.27625,0,9.4,-0.8,-3.12,Graduado
Solteiro,Mudança de curso,4,Medicina Veterinária,Diurno,Ensino médio,133.1,Portugal,Desconhecido,Desconhecido,(em branco),(em branco),125.2,não,Não,não,sim,Feminino,não,21,não,0,6,0,0,0.0,0,0,6,0,0,0.0,0,7.6,2.6,0.32,Desistente
Solteiro,1ª fase - Entrada geral,2,Serviço Social,Diurno,Ensino médio,136.0,Portugal,Curso técnico-profissional,8º ano de escolaridade,Estudante,Instaladores e Operadores de Máquinas e Trabalhadores de Montagem,135.7,sim,Não,não,sim,Feminino,não,19,não,0,6,8,6,14.375,0,0,6,8,6,14.75,0,7.6,2.6,0.32,Graduado
Separado legalmente,Maiores de 23 anos,2,administração,Diurno,Ensino médio,133.1,Portugal,Ensino básico 1º Ciclo,Ensino básico 1º Ciclo,Trabalhadores Não Qualificados,Trabalhadores Não Qualificados,110.0,não,Não,não,sim,Feminino,não,47,não,0,5,0,0,0.0,0,0,5,0,0,0.0,0,9.4,-0.8,-3.12,Desistente
Separado legalmente,Maiores de 23 anos,1,Serviço Social (noturno),Noturno,Ensino médio,133.1,Portugal,Ensino básico 1º Ciclo,Ensino básico 1º Ciclo,Trabalhadores Não Qualificados,Trabalhadores Não Qualificados,119.0,não,Não,não,sim,Feminino,sim,48,não,0,6,7,6,10.666666666666666,0,0,6,9,5,11.8,0,10.8,1.4,1.74,Matriculado
Casado,Titulares de outros cursos superiores,1,Serviço Social (noturno),Noturno,Ensino superior — licenciatura,110.0,Portugal,Ensino básico 1º Ciclo,Ensino básico 1º Ciclo,Trabalhadores Não Qualificados,Trabalhadores Não Qualificados,110.0,não,Não,não,sim,Feminino,não,39,não,9,13,19,12,13.416666666666666,0,4,10,10,10,14.5,0,16.2,0.3,-0.92,Graduado
Solteiro,1ª fase - Entrada geral,1,Enfermagem,Diurno,Ensino médio,118.0,Portugal,Ensino Básico 2º Ciclo,Ensino Básico 2º Ciclo,"Trabalhadores Qualificados da Indústria, Construção e Artesãos","Trabalhadores Qualificados da Indústria, Construção e Artesãos",115.2,sim,Não,não,sim,Feminino,não,19,não,0,7,9,6,12.97166666666667,0,0,8,9,7,12.321428571428571,0,11.1,0.6,2.02,Graduado
Solteiro,Mudança de curso,1,administração (atendimento noturno),Noturno,Ensino superior – bacharelado,110.0,Portugal,Ensino básico 1º Ciclo,Ensino básico 1º Ciclo,Trabalhadores Não Qualificados,Trabalhadores Não Qualificados,112.9,não,Não,não,sim,Feminino,não,38,não,14,15,16,14,10.928571428571429,0,12,14,16,12,11.833333333333334,0,9.4,-0.8,-3.12,Desistente
União estável (mora junto),Maiores de 23 anos,1,Agronomia,Diurno,Ensino básico 3.º ciclo (9.º/10.º/11.º ano) ou equivalente,133.1,Portugal,Ensino Básico 3º Ciclo,Ensino Secundário,Trabalhadores Não Qualificados,Trabalhadores Não Qualificados,119.4,não,Não,sim,não,Feminino,não,27,não,0,6,6,0,0.0,0,0,6,7,0,0.0,0,8.9,1.4,3.51,Desistente
Solteiro,1ª fase - Entrada geral,1,Animação e Design Multimédia,Diurno,Ensino médio,162.0,Portugal,Ensino Básico 3º Ciclo,Ensino Básico 3º Ciclo,Pessoal Administrativo,"Trabalhadores Qualificados da Indústria, Construção e Artesãos",152.9,sim,Não,não,sim,Feminino,sim,18,não,0,0,0,0,0.0,0,0,0,0,0,0.0,0,12.4,0.5,1.79,Graduado
Solteiro,Maiores de 23 anos,1,Serviço Social (noturno),Noturno,Ensino médio,155.0,Portugal,Ensino Básico 3º Ciclo,Ensino básico 1º Ciclo,Pessoal Administrativo,"Trabalhadores de Serviços Pessoais, Segurança e Proteção e Vendedores",117.5,não,Não,não,sim,Feminino,não,34,não,0,6,6,4,13.25,0,0,6,6,0,0.0,0,12.7,3.7,-1.7,Matriculado
Casado,Maiores de 23 anos,1,Serviço Social,Diurno,Ensino básico 3.º ciclo (9.º/10.º/11.º ano) ou equivalente,133.1,Portugal,Ensino básico 1º Ciclo,Ensino básico 1º Ciclo,Pessoal Administrativo,Pessoal Administrativo,98.5,não,Não,não,sim,Feminino,não,48,não,0,6,14,6,11.333333333333334,0,0,6,11,5,12.4,0,15.5,2.8,-4.06,Desistente
Solteiro,Maiores de 23 anos,1,Gestão de Publicidade e Marketing,Diurno,Ensino médio,150.0,Portugal,Desconhecido,Desconhecido,Estudante,Estudante,108.0,não,Não,não,sim,Feminino,não,25,não,0,5,6,1,11.0,0,0,5,5,0,0.0,0,7.6,2.6,0.32,Desistente
Casado,Maiores de 23 anos,1,Enfermagem,Diurno,Ensino médio,133.1,Portugal,Ensino Básico 3º Ciclo,Ensino básico 1º Ciclo,"Agricultores e Trabalhadores Qualificados da Agricultura, Pesca e Silvicultura","Agricultores e Trabalhadores Qualificados da Agricultura, Pesca e Silvicultura",120.0,não,Não,não,sim,Feminino,sim,32,não,0,8,9,7,12.757142857142856,0,0,8,9,7,12.757142857142856,0,12.7,3.7,-1.7,Graduado
Solteiro,1ª fase - Entrada geral,1,Jornalismo e Comunicação,Diurno,Ensino médio,154.0,Portugal,Ensino básico 1º Ciclo,Ensino básico 1º Ciclo,Trabalhadores Não Qualificados,"Trabalhadores Qualificados da Indústria, Construção e Artesãos",150.2,não,Não,não,sim,Feminino,sim,18,não,0,6,6,6,14.5,0,0,6,6,6,14.666666666666666,0,16.2,0.3,-0.92,Graduado
Solteiro,Titulares de diploma de especialização tecnológica,1,Serviço Social (noturno),Noturno,Curso de especialização tecnológica,140.0,Portugal,Ensino Secundário,Ensino Superior - Bacharelado,Pessoal Administrativo,"Agricultores e Trabalhadores Qualificados da Agricultura, Pesca e Silvicultura",139.2,não,Não,sim,sim,Feminino,não,20,não,3,6,6,6,13.833333333333334,0,2,6,7,6,14.571428571428571,0,12.4,0.5,1.79,Graduado
Solteiro,1ª fase - Entrada geral,1,administração,Diurno,Ensino médio,158.0,Portugal,Ensino Básico 3º Ciclo,Ensino básico 1º Ciclo,Trabalhadores Não Qualificados,"Trabalhadores Qualificados da Indústria, Construção e Artesãos",130.0,sim,Não,não,sim,Feminino,não,20,não,0,5,8,4,11.25,0,0,5,7,5,10.4,0,7.6,2.6,0.32,Graduado
Solteiro,1ª fase - Entrada geral,1,Animação e Design Multimédia,Diurno,Ensino médio,122.0,Portugal,Ensino básico 1º Ciclo,Ensino básico 1º Ciclo,Trabalhadores Não Qualificados,Técnicos e Profissões de Nível Intermediário,115.7,sim,Não,não,sim,Feminino,não,20,não,0,0,0,0,0.0,0,0,0,0,0,0.0,0,9.4,-0.8,-3.12,Desistente
Solteiro,1ª fase - Entrada geral,3,Enfermagem,Diurno,Ensino médio,136.0,Portugal,Ensino Secundário,Ensino Secundário,Pessoal Administrativo,Pessoal Administrativo,127.0,sim,Não,não,sim,Feminino,não,19,não,0,8,10,1,13.67,7,0,8,10,1,13.67,7,9.4,-0.8,-3.12,Matriculado
Solteiro,Maiores de 23 anos,1,administração (atendimento noturno),Noturno,12º ano de escolaridade – não concluído,133.1,Portugal,Ensino básico 1º Ciclo,Desconhecido,Outra Situação,Outra Situação,118.1,sim,Não,não,sim,Feminino,não,39,não,0,5,9,0,0.0,0,0,5,5,2,12.5,0,7.6,2.6,0.32,Desistente
Solteiro,1ª fase - Entrada geral,1,Equinicultura,Diurno,Ensino médio,132.0,Portugal,Frequência do Ensino Superior,Frequência do Ensino Superior,Estudante,Pessoal Administrativo,119.1,sim,Não,sim,sim,Feminino,não,29,não,0,5,10,1,13.0,4,0,5,14,0,0.0,8,10.8,1.4,1.74,Desistente
Solteiro,Maiores de 23 anos,1,administração (atendimento noturno),Noturno,Ensino médio,130.0,Portugal,Ensino básico 1º Ciclo,Ensino básico 1º Ciclo,"Agricultores e Trabalhadores Qualificados da Agricultura, Pesca e Silvicultura","Agricultores e Trabalhadores Qualificados da Agricultura, Pesca e Silvicultura",111.9,não,Não,sim,sim,Feminino,não,36,não,0,5,5,0,0.0,0,0,5,5,0,0.0,0,12.7,3.7,-1.7,Desistente
Solteiro,1ª fase - Entrada geral,6,Enfermagem,Diurno,Ensino médio,144.0,Portugal,Ensino Básico 3º Ciclo,Ensino Básico 3º Ciclo,Trabalhadores Não Qualificados,Trabalhadores Não Qualificados,130.5,sim,Não,não,sim,Feminino,não,18,não,0,8,12,7,11.971428571428572,0,0,8,12,7,11.971428571428572,0,12.7,3.7,-1.7,Graduado
Casado,Maiores de 23 anos,1,Serviço Social (noturno),Noturno,11º ano de escolaridade,133.1,Portugal,Desconhecido,Desconhecido,Estudante,Estudante,135.0,não,Não,não,sim,Feminino,não,51,não,0,6,12,0,0.0,0,1,6,11,0,0.0,1,7.6,2.6,0.32,Desistente
Solteiro,Mudança de curso,1,Jornalismo e Comunicação,Diurno,Ensino médio,133.1,Cabo Verde,Desconhecido,Desconhecido,Outra Situação,Outra Situação,130.0,não,Não,sim,sim,Feminino,não,23,sim,0,6,11,1,16.0,0,0,6,8,4,12.25,0,7.6,2.6,0.32,Desistente
Solteiro,Titulares de diploma de especialização tecnológica,1,Medicina Veterinária,Diurno,Ensino médio,150.0,Portugal,9º Ano de escolaridade - Incompleto,11º Ano de Escolaridade - Não Concluído,"Agricultores e Trabalhadores Qualificados da Agricultura, Pesca e Silvicultura","Agricultores e Trabalhadores Qualificados da Agricultura, Pesca e Silvicultura",150.0,sim,Não,não,sim,Feminino,não,21,não,0,6,0,0,0.0,0,0,6,0,0,0.0,0,10.8,1.4,1.74,Desistente
Solteiro,Mudança de curso,5,Educação básica (pedagogia),Diurno,Ensino médio,150.0,Portugal,Desconhecido,Desconhecido,Estudante,Estudante,150.2,sim,Não,não,não,Feminino,não,28,não,0,6,9,4,12.75,1,0,5,5,0,0.0,5,9.4,-0.8,-3.12,Desistente
Casado,Maiores de 23 anos,1,administração (atendimento noturno),Noturno,Ensino médio,110.0,Portugal,Ensino básico 1º Ciclo,Ensino básico 1º Ciclo,Trabalhadores Não Qualificados,Técnicos e Profissões de Nível Intermediário,127.1,não,Não,não,sim,Feminino,não,34,não,0,5,9,4,11.0,0,0,5,10,4,10.75,1,7.6,2.6,0.32,Matriculado
Solteiro,Maiores de 23 anos,1,Serviço Social (noturno),Noturno,Ensino médio,100.0,Portugal,Ensino básico 1º Ciclo,Ensino básico 1º Ciclo,"Agricultores e Trabalhadores Qualificados da Agricultura, Pesca e Silvicultura","Trabalhadores de Serviços Pessoais, Segurança e Proteção e Vendedores",107.5,não,Não,não,sim,Feminino,não,41,não,0,2,2,0,0.0,0,0,6,0,0,0.0,0,12.7,3.7,-1.7,Desistente
Divorciado,Maiores de 23 anos,1,Serviço Social (noturno),Noturno,Ensino superior — licenciatura,100.0,Portugal,Ensino básico 1º Ciclo,Ensino básico 1º Ciclo,Trabalhadores Não Qualificados,Trabalhadores Não Qualificados,130.0,não,Não,não,sim,Feminino,sim,43,não,0,6,7,5,12.2,0,0,6,6,6,12.333333333333334,0,9.4,-0.8,-3.12,Graduado
Casado,Maiores de 23 anos,2,odontologia,Diurno,Ensino médio,133.1,Rússia,Ensino Secundário,Ensino Superior - Bacharelado,Trabalhadores Não Qualificados,Especialistas em Atividades Intelectuais e Científicas,152.8,sim,Não,não,sim,Feminino,não,28,sim,0,7,9,7,12.428571428571429,0,0,8,8,8,12.3,0,12.4,0.5,1.79,Matriculado
Solteiro,1ª fase - Entrada geral,1,Animação e Design Multimédia,Diurno,Ensino médio,145.0,Portugal,Ensino superior - licenciatura (1.º ciclo),Ensino Secundário,Especialistas em Atividades Intelectuais e Científicas,Pessoal Administrativo,160.1,não,Não,não,sim,Feminino,sim,19,não,6,12,12,12,14.5,0,4,11,15,11,13.583333333333334,0,8.9,1.4,3.51,Graduado
Solteiro,Maiores de 23 anos,1,Agronomia,Diurno,Ensino médio,130.0,Portugal,Ensino Básico 3º Ciclo,Ensino Básico 3º Ciclo,Trabalhadores Não Qualificados,"Representantes do Poder Legislativo e dos Órgãos Executivos, Diretores, Directores e Gerentes Executivos",140.0,não,Não,não,sim,Feminino,não,26,não,6,12,13,6,13.0,0,4,12,14,11,13.833333333333334,0,15.5,2.8,-4.06,Graduado
Solteiro,1ª fase - Entrada geral,4,Enfermagem,Diurno,Ensino médio,118.0,Portugal,Ensino Superior - Mestrado,Ensino Superior - Bacharelado,Especialistas em Atividades Intelectuais e Científicas,Técnicos e Profissões de Nível Intermediário,110.7,sim,Não,não,sim,Feminino,não,18,não,0,7,7,7,11.714285714285714,0,0,8,8,8,12.75,0,12.4,0.5,1.79,Graduado
Casado,Maiores de 23 anos,1,Educação básica (pedagogia),Diurno,Ensino médio,133.1,Portugal,Ensino básico 1º Ciclo,Ensino Básico 3º Ciclo,Trabalhadores Não Qualificados,"Trabalhadores de Serviços Pessoais, Segurança e Proteção e Vendedores",138.3,não,Não,não,sim,Feminino,não,45,não,0,7,12,4,10.25,0,0,7,10,3,13.0,0,11.1,0.6,2.02,Desistente
Solteiro,Titulares de diploma de especialização tecnológica,1,Educação básica (pedagogia),Diurno,Curso de especialização tecnológica,150.0,Portugal,Ensino Superior - Bacharelado,Ensino básico 1º Ciclo,Especialistas em Atividades Intelectuais e Científicas,"Trabalhadores Qualificados da Indústria, Construção e Artesãos",150.0,não,Não,não,sim,Feminino,não,19,não,0,6,0,0,0.0,0,0,6,0,0,0.0,0,12.4,0.5,1.79,Desistente
Solteiro,2ª fase - Entrada geral,6,Gestão de Publicidade e Marketing,Diurno,Ensino médio,113.0,Portugal,Ensino Superior - Mestrado,Ensino Secundário,Técnicos e Profissões de Nível Intermediário,Profissões das Forças Armadas,112.3,não,Não,não,sim,Feminino,não,20,não,0,6,9,6,12.375,0,0,6,7,6,13.142857142857142,0,11.1,0.6,2.02,Graduado
Solteiro,1ª fase - Entrada geral,6,Educação básica (pedagogia),Diurno,Ensino médio,136.0,Portugal,Ensino Secundário,Ensino Básico 3º Ciclo,"Trabalhadores de Serviços Pessoais, Segurança e Proteção e Vendedores","Trabalhadores de Serviços Pessoais, Segurança e Proteção e Vendedores",122.0,não,Não,não,sim,Feminino,não,18,não,0,6,6,6,12.666666666666666,0,0,6,6,6,12.0,0,7.6,2.6,0.32,Graduado
Solteiro,Maiores de 23 anos,1,Medicina Veterinária,Diurno,Ensino médio,140.0,Portugal,Ensino Superior - Bacharelado,Ensino Superior - Bacharelado,Pessoal Administrativo,Especialistas em Atividades Intelectuais e Científicas,141.7,sim,Não,não,sim,Feminino,não,27,não,0,6,13,3,10.5,0,0,6,19,1,12.0,0,12.4,0.5,1.79,Desistente
Casado,1ª fase - Entrada geral,1,Agronomia,Diurno,Ensino médio,131.0,Portugal,Ensino Básico 3º Ciclo,Ensino Básico 2º Ciclo,"Trabalhadores de Serviços Pessoais, Segurança e Proteção e Vendedores","Trabalhadores de Serviços Pessoais, Segurança e Proteção e Vendedores",118.4,não,Não,não,sim,Feminino,não,20,não,0,6,11,6,14.125,0,0,6,10,5,12.6,0,13.9,-0.3,0.79,Graduado
Solteiro,1ª fase - Entrada geral,3,Medicina Veterinária,Diurno,Ensino médio,138.0,Portugal,Ensino Secundário,Ensino Secundário,Pessoal Administrativo,Instaladores e Operadores de Máquinas e Trabalhadores de Montagem,128.7,sim,Não,não,sim,Feminino,não,18,não,0,6,7,6,14.666666666666666,0,0,6,12,6,13.833333333333334,0,8.9,1.4,3.51,Graduado
Casado,Maiores de 23 anos,2,Gestão de Publicidade e Marketing,Diurno,Ensino médio,100.0,Portugal,Ensino básico 1º Ciclo,Ensino básico 1º Ciclo,Trabalhadores Não Qualificados,Trabalhadores Não Qualificados,100.0,não,Não,não,sim,Feminino,não,35,não,0,5,8,5,11.4,0,0,5,7,3,12.333333333333334,0,9.4,-0.8,-3.12,Matriculado
Solteiro,Maiores de 23 anos,1,Animação e Design Multimédia,Diurno,Ensino médio,140.0,Portugal,Ensino básico 1º Ciclo,Ensino básico 1º Ciclo,Trabalhadores Não Qualificados,Trabalhadores Não Qualificados,100.8,não,Sim,não,sim,Feminino,não,26,não,0,0,0,0,0.0,0,0,0,0,0,0.0,0,16.2,0.3,-0.92,Desistente
Divorciado,Maiores de 23 anos,1,Serviço Social,Diurno,Ensino médio,120.0,Portugal,Ensino básico 1º Ciclo,Ensino básico 1º Ciclo,Trabalhadores Não Qualificados,Trabalhadores Não Qualificados,125.5,sim,Não,não,sim,Feminino,sim,39,não,0,6,7,6,14.0,0,0,6,7,5,14.8,0,12.7,3.7,-1.7,Graduado
Solteiro,1ª fase - Entrada geral,1,Animação e Design Multimédia,Diurno,Ensino médio,139.0,Portugal,Ensino básico 1º Ciclo,Ensino básico 1º Ciclo,Trabalhadores Não Qualificados,Trabalhadores Não Qualificados,124.0,sim,Não,não,sim,Feminino,não,18,não,0,0,0,0,0.0,0,0,0,0,0,0.0,0,7.6,2.6,0.32,Graduado
